Municipi;Municipi forma indexada;Cap de municipi;Cap de municipi indexada;Codi municipi;Codi municipi INE;Comarca;Codi comarca;Abreviatura comarca;Província;Codi província;UTM X;UTM Y;Longitud;Latitud
Alcover;Alcover;Alcover;Alcover;430056;43005;Alt Camp;1;ACA;Tarragona;43;346608;4569560;1.168858284;41.262911399
Alió;Alió;Alió;Alió;430108;43010;Alt Camp;1;ACA;Tarragona;43;358194;4572852;1.30634069;41.294663936
Bràfim;Bràfim;Bràfim;Bràfim;430347;43034;Alt Camp;1;ACA;Tarragona;43;361066;4569918;1.341290393;41.268749059
Cabra del Camp;Cabra del Camp;Cabra del Camp;Cabra del Camp;430363;43036;Alt Camp;1;ACA;Tarragona;43;355955;4584072;1.276943289;41.395294284
Figuerola del Camp;Figuerola del Camp;Figuerola del Camp;Figuerola del Camp;430593;43059;Alt Camp;1;ACA;Tarragona;43;354900;4581444;1.264965381;41.37144108
Mont-ral;Mont-ral;Mont-ral;Mont-ral;430918;43091;Alt Camp;1;ACA;Tarragona;43;340641;4572346;1.096936669;41.286833283
Montferri;Montferri;Montferri;Montferri;430897;43089;Alt Camp;1;ACA;Tarragona;43;363110;4569536;1.365779712;41.26565945
Nulles;Nulles;Nulles;Nulles;430982;43098;Alt Camp;1;ACA;Tarragona;43;357163;4567835;1.295200025;41.249312047
Puigpelat;Puigpelat;Puigpelat;Puigpelat;431191;43119;Alt Camp;1;ACA;Tarragona;43;357373;4571227;1.296914752;41.279887357
Querol;Querol;Querol;Querol;431205;43120;Alt Camp;1;ACA;Tarragona;43;366051;4586948;1.397024653;41.422933287
Rodonyà;Rodonyà;Rodonyà;Rodonyà;431325;43132;Alt Camp;1;ACA;Tarragona;43;365927;4571057;1.399061774;41.279828899
Aiguamúrcia;Aiguamúrcia;Santes Creus;Santes Creus;430017;43001;Alt Camp;1;ACA;Tarragona;43;363069;4578512;1.363265165;41.346470735
Vallmoll;Vallmoll;Vallmoll;Vallmoll;431606;43160;Alt Camp;1;ACA;Tarragona;43;353278;4567149;1.249025345;41.242443869
Valls;Valls;Valls;Valls;431613;43161;Alt Camp;1;ACA;Tarragona;43;353265;4571785;1.247752539;41.284175629
Vila-rodona;Vila-rodona;Vila-rodona;Vila-rodona;431704;43170;Alt Camp;1;ACA;Tarragona;43;362563;4574564;1.358117024;41.31083706
Vilabella;Vilabella;Vilabella;Vilabella;431652;43165;Alt Camp;1;ACA;Tarragona;43;360068;4567504;1.329941491;41.246835677
el Milà;Milà, el;el Milà;Milà, el;430831;43083;Alt Camp;1;ACA;Tarragona;43;349738;4567828;1.20662969;41.247906855
el Pla de Santa Maria;Pla de Santa Maria, el;el Pla de Santa Maria;Pla de Santa Maria, el;431080;43108;Alt Camp;1;ACA;Tarragona;43;356885;4580759;1.288852863;41.365624908
el Pont d'Armentera;Pont d'Armentera, el;el Pont d'Armentera;Pont d'Armentera, el;431135;43113;Alt Camp;1;ACA;Tarragona;43;363109;4582643;1.362805361;41.383674473
el Rourell;Rourell, el;el Rourell;Rourell, el;431346;43134;Alt Camp;1;ACA;Tarragona;43;350661;4565155;1.218295132;41.224012217
els Garidells;Garidells, els;els Garidells;Garidells, els;430666;43066;Alt Camp;1;ACA;Tarragona;43;353007;4563259;1.246729151;41.207366433
la Masó;Masó, la;la Masó;Masó, la;430803;43080;Alt Camp;1;ACA;Tarragona;43;351064;4566355;1.222803463;41.23488639
la Riba;Riba, la;la Riba;Riba, la;431248;43124;Alt Camp;1;ACA;Tarragona;43;347506;4575688;1.178031912;41.318250949
Agullana;Agullana;Agullana;Agullana;170010;17001;Alt Empordà;2;AEM;Girona;17;487380;4693513;2.846670142;42.393804699
Albanyà;Albanyà;Albanyà;Albanyà;170031;17003;Alt Empordà;2;AEM;Girona;17;476903;4683592;2.719766852;42.304220366
Avinyonet de Puigventós;Avinyonet de Puigventós;Avinyonet de Puigventós;Avinyonet de Puigventós;170123;17012;Alt Empordà;2;AEM;Girona;17;492963;4677486;2.914701715;42.249534831
Biure;Biure;Biure;Biure;172348;17234;Alt Empordà;2;AEM;Girona;17;491350;4687272;2.894998835;42.337657992
Boadella i les Escaules;Boadella i les Escaules;Boadella d'Empordà;Boadella d'Empordà;170293;17029;Alt Empordà;2;AEM;Girona;17;488158;4686417;2.856271057;42.32991431
Borrassà;Borrassà;Borrassà;Borrassà;170268;17026;Alt Empordà;2;AEM;Girona;17;493918;4674516;2.926309348;42.222794565
Bàscara;Bàscara;Bàscara;Bàscara;170160;17016;Alt Empordà;2;AEM;Girona;17;492602;4667516;2.910444572;42.159735746
Cabanelles;Cabanelles;Cabanelles;Cabanelles;170314;17031;Alt Empordà;2;AEM;Girona;17;485122;4675423;2.819698027;42.230847849
Cabanes;Cabanes;Cabanes;Cabanes;170307;17030;Alt Empordà;2;AEM;Girona;17;498210;4683863;2.978283233;42.307000409
Cadaqués;Cadaqués;Cadaqués;Cadaqués;170329;17032;Alt Empordà;2;AEM;Girona;17;522744;4681800;3.275869869;42.288087206
Saus, Camallera i Llampaies;Saus, Camallera i Llampaies;Camallera;Camallera;171870;17187;Alt Empordà;2;AEM;Girona;17;497004;4663448;2.963758519;42.123132701
Cantallops;Cantallops;Cantallops;Cantallops;170412;17041;Alt Empordà;2;AEM;Girona;17;493856;4696636;2.925318506;42.422007911
Capmany;Capmany;Capmany;Capmany;170427;17042;Alt Empordà;2;AEM;Girona;17;493498;4691138;2.921023161;42.372493241
Castelló d'Empúries;Castelló d'Empúries;Castelló d'Empúries;Castelló d'Empúries;170470;17047;Alt Empordà;2;AEM;Girona;17;506139;4678461;3.074434461;42.258323711
Cistella;Cistella;Cistella;Cistella;170519;17051;Alt Empordà;2;AEM;Girona;17;487405;4679620;2.847275069;42.268681362
Colera;Colera;Colera;Colera;170545;17054;Alt Empordà;2;AEM;Girona;17;512407;4694628;3.150766201;42.403848704
Darnius;Darnius;Darnius;Darnius;170600;17060;Alt Empordà;2;AEM;Girona;17;486164;4690711;2.831958326;42.368552781
Espolla;Espolla;Espolla;Espolla;170643;17064;Alt Empordà;2;AEM;Girona;17;500071;4693199;3.000865645;42.391085003
Figueres;Figueres;Figueres;Figueres;170669;17066;Alt Empordà;2;AEM;Girona;17;496767;4679450;2.960796851;42.267253018
Fortià;Fortià;Fortià;Fortià;170741;17074;Alt Empordà;2;AEM;Girona;17;503358;4676648;3.040704541;42.242008394
Garriguella;Garriguella;Garriguella;Garriguella;170773;17077;Alt Empordà;2;AEM;Girona;17;505294;4687782;3.064274139;42.342280012
Garrigàs;Garrigàs;Garrigàs;Garrigàs;170754;17075;Alt Empordà;2;AEM;Girona;17;496208;4671253;2.954078557;42.193423593
Lladó;Lladó;Lladó;Lladó;170887;17088;Alt Empordà;2;AEM;Girona;17;484640;4677285;2.813803126;42.24760608
Llançà;Llançà;Llançà;Llançà;170926;17092;Alt Empordà;2;AEM;Girona;17;513312;4690845;3.161675555;42.369766138
Llers;Llers;Llers;Llers;170932;17093;Alt Empordà;2;AEM;Girona;17;492775;4682580;2.912353205;42.295408877
Pedret i Marzà;Pedret i Marzà;Marzà;Marzà;171292;17129;Alt Empordà;2;AEM;Girona;17;505565;4684287;3.067521597;42.310801228
Masarac i Vilarnadal;Masarac i Vilarnadal;Masarac;Masarac;171002;17100;Alt Empordà;2;AEM;Girona;17;497758;4688718;2.972775685;42.350721867
Maçanet de Cabrenys;Maçanet de Cabrenys;Maçanet de Cabrenys;Maçanet de Cabrenys;171024;17102;Alt Empordà;2;AEM;Girona;17;479262;4692658;2.7480676;42.385936018
Mollet de Peralada;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada;171061;17106;Alt Empordà;2;AEM;Girona;17;499981;4689727;2.999774376;42.359809515
Navata;Navata;Navata;Navata;171117;17111;Alt Empordà;2;AEM;Girona;17;488503;4674631;2.860683132;42.223772945
Ordis;Ordis;Ordis;Ordis;171156;17115;Alt Empordà;2;AEM;Girona;17;492303;4674054;2.90674003;42.218616663
Palau-saverdera;Palau-saverdera;Palau-saverdera;Palau-saverdera;171208;17120;Alt Empordà;2;AEM;Girona;17;512364;4683990;3.150017098;42.308041536
Pau;Pau;Pau;Pau;171289;17128;Alt Empordà;2;AEM;Girona;17;509573;4684848;3.116168969;42.315815593
Peralada;Peralada;Peralada;Peralada;171328;17132;Alt Empordà;2;AEM;Girona;17;500671;4684001;3.008139245;42.308241321
Pont de Molins;Pont de Molins;Pont de Molins;Pont de Molins;171352;17135;Alt Empordà;2;AEM;Girona;17;493876;4684709;2.925690703;42.314591198
Pontós;Pontós;Pontós;Pontós;171365;17136;Alt Empordà;2;AEM;Girona;17;493110;4670504;2.916566672;42.18665597
Portbou;Portbou;Portbou;Portbou;171387;17138;Alt Empordà;2;AEM;Girona;17;513047;4697073;3.158606152;42.42586273
Rabós;Rabós;Rabós;Rabós;171432;17143;Alt Empordà;2;AEM;Girona;17;502348;4691865;3.028524999;42.379064345
Riumors;Riumors;Riumors;Riumors;171518;17151;Alt Empordà;2;AEM;Girona;17;503476;4675014;3.042124039;42.227300327
Roses;Roses;Roses;Roses;171523;17152;Alt Empordà;2;AEM;Girona;17;514672;4678903;3.17788689;42.262191491
Sant Climent Sescebes;Sant Climent Sescebes;Sant Climent Sescebes;Sant Climent Sescebes;171582;17158;Alt Empordà;2;AEM;Girona;17;498395;4690723;2.980503302;42.36878192
Sant Llorenç de la Muga;Sant Llorenç de la Muga;Sant Llorenç de la Muga;Sant Llorenç de la Muga;171714;17171;Alt Empordà;2;AEM;Girona;17;482659;4685326;2.789555289;42.319985549
Sant Miquel de Fluvià;Sant Miquel de Fluvià;Sant Miquel de Fluvià;Sant Miquel de Fluvià;171753;17175;Alt Empordà;2;AEM;Girona;17;499315;4668870;2.991704388;42.171967774
Sant Mori;Sant Mori;Sant Mori;Sant Mori;171766;17176;Alt Empordà;2;AEM;Girona;17;499237;4666850;2.990767175;42.153775931
Sant Pere Pescador;Sant Pere Pescador;Sant Pere Pescador;Sant Pere Pescador;171788;17178;Alt Empordà;2;AEM;Girona;17;506768;4670671;3.081960079;42.188156771
Palau de Santa Eulàlia;Palau de Santa Eulàlia;Santa Eulàlia;Santa Eulàlia;171194;17119;Alt Empordà;2;AEM;Girona;17;497077;4669020;2.964613902;42.173310991
Santa Llogaia d'Àlguema;Santa Llogaia d'Àlguema;Santa Llogaia d'Àlguema;Santa Llogaia d'Àlguema;171827;17182;Alt Empordà;2;AEM;Girona;17;496041;4675684;2.952019792;42.233328579
Siurana;Siurana;Siurana;Siurana;170524;17052;Alt Empordà;2;AEM;Girona;17;499514;4673034;2.994110033;42.209474489
Terrades;Terrades;Terrades;Terrades;171962;17196;Alt Empordà;2;AEM;Girona;17;486796;4684252;2.839785356;42.310392674
Torroella de Fluvià;Torroella de Fluvià;Torroella de Fluvià;Torroella de Fluvià;171984;17198;Alt Empordà;2;AEM;Girona;17;503384;4669194;3.040968953;42.17487873
Ventalló;Ventalló;Ventalló;Ventalló;172109;17210;Alt Empordà;2;AEM;Girona;17;502221;4666306;3.026876583;42.148875212
Vila-sacra;Vila-sacra;Vila-sacra;Vila-sacra;172305;17230;Alt Empordà;2;AEM;Girona;17;501495;4679255;3.018132233;42.265498568
Vilabertran;Vilabertran;Vilabertran;Vilabertran;172142;17214;Alt Empordà;2;AEM;Girona;17;498480;4681164;2.981560473;42.282694936
Viladamat;Viladamat;Viladamat;Viladamat;172174;17217;Alt Empordà;2;AEM;Girona;17;506179;4664597;3.074770992;42.133457267
Vilafant;Vilafant;Vilafant;Vilafant;172214;17221;Alt Empordà;2;AEM;Girona;17;494850;4677201;2.937576321;42.246982743
Vilajuïga;Vilajuïga;Vilajuïga;Vilajuïga;172235;17223;Alt Empordà;2;AEM;Girona;17;507659;4685922;3.092960052;42.325510093
Vilamacolum;Vilamacolum;Vilamacolum;Vilamacolum;172253;17225;Alt Empordà;2;AEM;Girona;17;504690;4671588;3.056801259;42.196431635
Vilamalla;Vilamalla;Vilamalla;Vilamalla;172266;17226;Alt Empordà;2;AEM;Girona;17;497563;4673946;2.970474501;42.217683894
Vilamaniscle;Vilamaniscle;Vilamaniscle;Vilamaniscle;172272;17227;Alt Empordà;2;AEM;Girona;17;505580;4691433;3.067773732;42.375159545
Vilanant;Vilanant;Vilanant;Vilanant;172288;17228;Alt Empordà;2;AEM;Girona;17;490818;4678050;2.888685182;42.254596326
Vilaür;Vilaür;Vilaür;Vilaür;172229;17222;Alt Empordà;2;AEM;Girona;17;496289;4665722;2.955087148;42.143610132
el Far d'Empordà;Far d'Empordà, el;el Far d'Empordà;Far d'Empordà, el;170059;17005;Alt Empordà;2;AEM;Girona;17;499689;4677721;2.996235357;42.251679719
el Port de la Selva;Port de la Selva, el;el Port de la Selva;Port de la Selva, el;171404;17140;Alt Empordà;2;AEM;Girona;17;516864;4687373;3.204721567;42.338430754
l'Armentera;Armentera, l';l'Armentera;Armentera, l';170118;17011;Alt Empordà;2;AEM;Girona;17;506155;4668887;3.074523974;42.172101301
l'Escala;Escala, l';l'Escala;Escala, l';170622;17062;Alt Empordà;2;AEM;Girona;17;510952;4663640;3.132502105;42.124790453
la Jonquera;Jonquera, la;la Jonquera;Jonquera, la;170865;17086;Alt Empordà;2;AEM;Girona;17;489655;4696131;2.874256251;42.417415518
la Selva de Mar;Selva de Mar, la;la Selva de Mar;Selva de Mar, la;171886;17188;Alt Empordà;2;AEM;Girona;17;515365;4685822;3.186472926;42.324487885
la Vajol;Vajol, la;la Vajol;Vajol, la;170144;17014;Alt Empordà;2;AEM;Girona;17;483558;4694631;2.800194482;42.403801953
Avinyonet del Penedès;Avinyonet del Penedès;Avinyó Nou;Avinyó Nou;080137;08013;Alt Penedès;3;APE;Barcelona;08;397734;4579557;1.777332142;41.361030685
Gelida;Gelida;Gelida;Gelida;080919;08091;Alt Penedès;3;APE;Barcelona;08;405076;4588311;1.863724449;41.440768928
Font-rubí;Font-rubí;Guardiola de Font-rubí;Guardiola de Font-rubí;080850;08085;Alt Penedès;3;APE;Barcelona;08;387323;4585617;1.651764519;41.414213857
Torrelavit;Torrelavit;Lavit;Lavit;082877;08287;Alt Penedès;3;APE;Barcelona;08;393880;4589094;1.729599364;41.446416556
Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls;081461;08146;Alt Penedès;3;APE;Barcelona;08;403842;4578448;1.850525294;41.351794966
Pacs del Penedès;Pacs del Penedès;Pacs del Penedès;Pacs del Penedès;081542;08154;Alt Penedès;3;APE;Barcelona;08;388715;4579798;1.669486163;41.362003984
Pontons;Pontons;Pontons;Pontons;081688;08168;Alt Penedès;3;APE;Barcelona;08;376048;4585959;1.5168274;41.415631992
Puigdàlber;Puigdàlber;Puigdàlber;Puigdàlber;081748;08174;Alt Penedès;3;APE;Barcelona;08;391414;4584466;1.700907912;41.404406776
Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;Sant Cugat Sesgarrigues;082068;08206;Alt Penedès;3;APE;Barcelona;08;395690;4579957;1.752830001;41.364372356
Mediona;Mediona;Sant Joan de Mediona;Sant Joan de Mediona;081228;08122;Alt Penedès;3;APE;Barcelona;08;384051;4592695;1.611263745;41.477480453
Sant Llorenç d'Hortons;Sant Llorenç d'Hortons;Sant Llorenç d'Hortons;Sant Llorenç d'Hortons;082227;08222;Alt Penedès;3;APE;Barcelona;08;401840;4591280;1.824508661;41.467114987
Sant Martí Sarroca;Sant Martí Sarroca;Sant Martí Sarroca;Sant Martí Sarroca;082270;08227;Alt Penedès;3;APE;Barcelona;08;383908;4582402;1.611534615;41.384770148
Olèrdola;Olèrdola;Sant Miquel d'Olèrdola;Sant Miquel d'Olèrdola;081458;08145;Alt Penedès;3;APE;Barcelona;08;393116;4575086;1.722925638;41.320163597
Subirats;Subirats;Sant Pau d'Ordal;Sant Pau d'Ordal;082732;08273;Alt Penedès;3;APE;Barcelona;08;399345;4582031;1.796183728;41.383508713
Sant Pere de Riudebitlles;Sant Pere de Riudebitlles;Sant Pere de Riudebitlles;Sant Pere de Riudebitlles;082325;08232;Alt Penedès;3;APE;Barcelona;08;391671;4589972;1.702993774;41.454024064
Sant Quintí de Mediona;Sant Quintí de Mediona;Sant Quintí de Mediona;Sant Quintí de Mediona;082362;08236;Alt Penedès;3;APE;Barcelona;08;388342;4590928;1.662971905;41.462181184
Sant Sadurní d'Anoia;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia;082401;08240;Alt Penedès;3;APE;Barcelona;08;398602;4586548;1.786538997;41.424096891
Santa Fe del Penedès;Santa Fe del Penedès;Santa Fe del Penedès;Santa Fe del Penedès;082495;08249;Alt Penedès;3;APE;Barcelona;08;393056;4582236;1.720947074;41.384545052
Torrelles de Foix;Torrelles de Foix;Torrelles de Foix;Torrelles de Foix;082883;08288;Alt Penedès;3;APE;Barcelona;08;380337;4582853;1.568745858;41.388310998
Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès;Vilafranca del Penedès;083054;08305;Alt Penedès;3;APE;Barcelona;08;391088;4578030;1.698173458;41.346407521
Vilobí del Penedès;Vilobí del Penedès;Vilobí del Penedès;Vilobí del Penedès;083041;08304;Alt Penedès;3;APE;Barcelona;08;388095;4582824;1.661513802;41.389169697
el Pla del Penedès;Pla del Penedès, el;el Pla del Penedès;Pla del Penedès, el;081640;08164;Alt Penedès;3;APE;Barcelona;08;392442;4585906;1.712946612;41.417509547
Santa Margarida i els Monjos;Santa Margarida i els Monjos;els Monjos;Monjos, els;082515;08251;Alt Penedès;3;APE;Barcelona;08;388142;4575408;1.663443522;41.322391441
Castellet i la Gornal;Castellet i la Gornal;la Gornal;Gornal, la;080581;08058;Alt Penedès;3;APE;Barcelona;08;381949;4567944;1.590921193;41.254292977
la Granada;Granada, la;la Granada;Granada, la;080945;08094;Alt Penedès;3;APE;Barcelona;08;392877;4581558;1.718923634;41.378419788
Castellví de la Marca;Castellví de la Marca;la Múnia;Múnia, la;080654;08065;Alt Penedès;3;APE;Barcelona;08;384448;4575955;1.619221713;41.326792259
les Cabanyes;Cabanyes, les;les Cabanyes;Cabanyes, les;080272;08027;Alt Penedès;3;APE;Barcelona;08;390374;4580825;1.689133527;41.371480248
Alàs i Cerc;Alàs i Cerc;Alàs;Alàs;250058;25005;Alt Urgell;4;AUR;Lleida;25;377140;4689871;1.508278479;42.351403709
les Valls de Valira;Valls de Valira, les;Anserall;Anserall;252398;25239;Alt Urgell;4;AUR;Lleida;25;372933;4693013;1.456522869;42.379017393
Cava;Cava;Ansovell;Ansovell;250714;25071;Alt Urgell;4;AUR;Lleida;25;383357;4686872;1.584345925;42.32536247
Arsèguel;Arsèguel;Arsèguel;Arsèguel;250328;25032;Alt Urgell;4;AUR;Lleida;25;383261;4689632;1.582630187;42.350194155
Bassella;Bassella;Bassella;Bassella;250447;25044;Alt Urgell;4;AUR;Lleida;25;358826;4651853;1.295229079;42.006041837
Cabó;Cabó;Cabó;Cabó;250616;25061;Alt Urgell;4;AUR;Lleida;25;355377;4677788;1.247172145;42.238892005
Coll de Nargó;Coll de Nargó;Coll de Nargó;Coll de Nargó;250772;25077;Alt Urgell;4;AUR;Lleida;25;360896;4670547;1.315770473;42.174709948
Estamariu;Estamariu;Estamariu;Estamariu;250886;25088;Alt Urgell;4;AUR;Lleida;25;378368;4692255;1.522676662;42.373064174
Fígols i Alinyà;Fígols i Alinyà;Fígols;Fígols;259084;25908;Alt Urgell;4;AUR;Lleida;25;362922;4673635;1.33956335;42.202862421
Montferrer i Castellbò;Montferrer i Castellbò;Montferrer;Montferrer;251403;25140;Alt Urgell;4;AUR;Lleida;25;370529;4688913;1.428255324;42.341704967
les Valls d'Aguilar;Valls d'Aguilar, les;Noves de Segre;Noves de Segre;259062;25906;Alt Urgell;4;AUR;Lleida;25;363302;4683774;1.341775398;42.294210908
Oliana;Oliana;Oliana;Oliana;251497;25149;Alt Urgell;4;AUR;Lleida;25;360567;4658356;1.314700495;42.064900746
Organyà;Organyà;Organyà;Organyà;251556;25155;Alt Urgell;4;AUR;Lleida;25;362031;4674567;1.32855282;42.211095763
Peramola;Peramola;Peramola;Peramola;251654;25165;Alt Urgell;4;AUR;Lleida;25;356670;4657576;1.267801318;42.057172984
la Vansa i Fórnols;Vansa i Fórnols, la;Sorribes de la Vansa;Sorribes de la Vansa;259097;25909;Alt Urgell;4;AUR;Lleida;25;374611;4676829;1.480406563;42.233584732
Josa i Tuixén;Josa i Tuixén;Tuixent;Tuixent;259101;25910;Alt Urgell;4;AUR;Lleida;25;381655;4676401;1.565835825;42.230829683
Ribera d'Urgellet;Ribera d'Urgellet;el Pla de Sant Tirs;Pla de Sant Tirs, el;251850;25185;Alt Urgell;4;AUR;Lleida;25;366769;4685723;1.383365637;42.312355851
el Pont de Bar;Pont de Bar, el;el Pont de Bar;Pont de Bar, el;250306;25030;Alt Urgell;4;AUR;Lleida;25;385158;4692060;1.605169559;42.372336005
la Seu d'Urgell;Seu d'Urgell, la;la Seu d'Urgell;Seu d'Urgell, la;252038;25203;Alt Urgell;4;AUR;Lleida;25;373343;4690689;1.46201318;42.358163284
la Vall de Boí;Vall de Boí, la;Barruera;Barruera;250432;25043;Alta Ribagorça;5;ARI;Lleida;25;319338;4708233;0.801124657;42.505378455
Vilaller;Vilaller;Vilaller;Vilaller;252458;25245;Alta Ribagorça;5;ARI;Lleida;25;312241;4705234;0.715791498;42.476703425
el Pont de Suert;Pont de Suert, el;el Pont de Suert;Pont de Suert, el;251734;25173;Alta Ribagorça;5;ARI;Lleida;25;314047;4697513;0.740242992;42.407655395
Argençola;Argençola;Argençola;Argençola;080082;08008;Anoia;6;ANO;Barcelona;08;370289;4606295;1.443554697;41.59783259
Bellprat;Bellprat;Bellprat;Bellprat;080214;08021;Anoia;6;ANO;Barcelona;08;369328;4597352;1.433983011;41.5171521
Calaf;Calaf;Calaf;Calaf;080312;08031;Anoia;6;ANO;Barcelona;08;376166;4621317;1.510944003;41.734019127
Calonge de Segarra;Calonge de Segarra;Calonge de Segarra;Calonge de Segarra;080364;08036;Anoia;6;ANO;Barcelona;08;373816;4624697;1.481977441;41.764085729
Orpí;Orpí;Can Bou;Can Bou;081521;08152;Anoia;6;ANO;Barcelona;08;383775;4598382;1.606864529;41.528655487
Cabrera d'Anoia;Cabrera d'Anoia;Canaletes;Canaletes;080288;08028;Anoia;6;ANO;Barcelona;08;391786;4592611;1.70390571;41.477803163
Capellades;Capellades;Capellades;Capellades;080446;08044;Anoia;6;ANO;Barcelona;08;390386;4598557;1.686051806;41.531161614
Carme;Carme;Carme;Carme;080484;08048;Anoia;6;ANO;Barcelona;08;384887;4598756;1.620114914;41.532178021
Castellfollit de Riubregós;Castellfollit de Riubregós;Castellfollit de Riubregós;Castellfollit de Riubregós;080608;08060;Anoia;6;ANO;Barcelona;08;370204;4626104;1.438227878;41.776174375
Castellolí;Castellolí;Castellolí;Castellolí;080636;08063;Anoia;6;ANO;Barcelona;08;391719;4605999;1.700683894;41.598355627
Copons;Copons;Copons;Copons;080713;08071;Anoia;6;ANO;Barcelona;08;376627;4610546;1.518707744;41.637110846
Igualada;Igualada;Igualada;Igualada;081022;08102;Anoia;6;ANO;Barcelona;08;384729;4603923;1.617228953;41.578681347
Jorba;Jorba;Jorba;Jorba;081038;08103;Anoia;6;ANO;Barcelona;08;378954;4606596;1.54743913;41.601899372
Masquefa;Masquefa;Masquefa;Masquefa;081192;08119;Anoia;6;ANO;Barcelona;08;400767;4595190;1.811022748;41.502195838
Montmaneu;Montmaneu;Montmaneu;Montmaneu;081332;08133;Anoia;6;ANO;Barcelona;08;367933;4609429;1.414611522;41.625664699
Piera;Piera;Piera;Piera;081614;08161;Anoia;6;ANO;Barcelona;08;395078;4596987;1.742556235;41.517654018
Pujalt;Pujalt;Pujalt;Pujalt;081764;08176;Anoia;6;ANO;Barcelona;08;368637;4619577;1.420825073;41.717143845
Rubió;Rubió;Rubió;Rubió;081859;08185;Anoia;6;ANO;Barcelona;08;380910;4611289;1.569969141;41.644453962
Sant Martí Sesgueioles;Sant Martí Sesgueioles;Sant Martí Sesgueioles;Sant Martí Sesgueioles;082286;08228;Anoia;6;ANO;Barcelona;08;374221;4617828;1.488299494;41.702305783
Sant Martí de Tous;Sant Martí de Tous;Sant Martí de Tous;Sant Martí de Tous;082264;08226;Anoia;6;ANO;Barcelona;08;376966;4601962;1.524537048;41.55986864
Sant Pere Sallavinera;Sant Pere Sallavinera;Sant Pere Sallavinera;Sant Pere Sallavinera;081897;08189;Anoia;6;ANO;Barcelona;08;381529;4621523;1.575371533;41.736691032
Santa Margarida de Montbui;Santa Margarida de Montbui;Santa Margarida de Montbui;Santa Margarida de Montbui;082508;08250;Anoia;6;ANO;Barcelona;08;383932;4603544;1.607753847;41.575156726
Santa Maria de Miralles;Santa Maria de Miralles;Santa Maria de Miralles;Santa Maria de Miralles;082573;08257;Anoia;6;ANO;Barcelona;08;376924;4597322;1.524989672;41.518078598
Vallbona d'Anoia;Vallbona d'Anoia;Vallbona d'Anoia;Vallbona d'Anoia;082922;08292;Anoia;6;ANO;Barcelona;08;392169;4597149;1.70767214;41.518726643
Veciana;Veciana;Veciana;Veciana;082975;08297;Anoia;6;ANO;Barcelona;08;374140;4612701;1.488401284;41.6561298
Vilanova del Camí;Vilanova del Camí;Vilanova del Camí;Vilanova del Camí;083020;08302;Anoia;6;ANO;Barcelona;08;386226;4603150;1.635338079;41.571941326
el Bruc;Bruc, el;el Bruc;Bruc, el;080253;08025;Anoia;6;ANO;Barcelona;08;398632;4603595;1.784022875;41.577620079
els Hostalets de Pierola;Hostalets de Pierola, els;els Hostalets de Pierola;Hostalets de Pierola, els;081629;08162;Anoia;6;ANO;Barcelona;08;397342;4598854;1.769372473;41.534758625
els Prats de Rei;Prats de Rei, els;els Prats de Rei;Prats de Rei, els;081705;08170;Anoia;6;ANO;Barcelona;08;378672;4618099;1.541726998;41.7054294
la Llacuna;Llacuna, la;la Llacuna;Llacuna, la;081043;08104;Anoia;6;ANO;Barcelona;08;377573;4592257;1.533788903;41.472570648
la Pobla de Claramunt;Pobla de Claramunt, la;la Pobla de Claramunt;Pobla de Claramunt, la;081653;08165;Anoia;6;ANO;Barcelona;08;389485;4601130;1.674780783;41.554204723
la Torre de Claramunt;Torre de Claramunt, la;la Torre de Claramunt;Torre de Claramunt, la;082861;08286;Anoia;6;ANO;Barcelona;08;388078;4598855;1.658337008;41.533523272
Òdena;Òdena;Òdena;Òdena;081430;08143;Anoia;6;ANO;Barcelona;08;386875;4606961;1.642396633;41.606349798
Aguilar de Segarra;Aguilar de Segarra;Aguilar de Segarra;Aguilar de Segarra;080023;08002;Bages;7;BAG;Barcelona;08;386240;4621721;1.631966008;41.739169106
Artés;Artés;Artés;Artés;080109;08010;Bages;7;BAG;Barcelona;08;413059;4627900;1.953516241;41.798193805
Avinyó;Avinyó;Avinyó;Avinyó;080121;08012;Bages;7;BAG;Barcelona;08;414625;4635161;1.971318448;41.86375268
Balsareny;Balsareny;Balsareny;Balsareny;080180;08018;Bages;7;BAG;Barcelona;08;406777;4635188;1.876765648;41.863115459
Callús;Callús;Callús;Callús;080386;08038;Bages;7;BAG;Barcelona;08;398960;4626207;1.784135265;41.78127786
Cardona;Cardona;Cardona;Cardona;080478;08047;Bages;7;BAG;Barcelona;08;390625;4640991;1.68113098;41.913296682
Castellfollit del Boix;Castellfollit del Boix;Castellfollit del Boix;Castellfollit del Boix;080594;08059;Bages;7;BAG;Barcelona;08;390417;4613615;1.683674881;41.666758439
Castellgalí;Castellgalí;Castellgalí;Castellgalí;080615;08061;Bages;7;BAG;Barcelona;08;403422;4614501;1.839720016;41.676421956
